"id","start","end","text"
"_SITEMu4LIE","614900","618060"," though, I would think 180 will be challenged and"
"_SITEMu4LIE","619180","625540"," Also 185 will be challenged challenged expect 185 that would be the the top target on it for today"
"_SITEMu4LIE","625980","627980"," Though if there is a break above"
"_SITEMu4LIE","629220","632980"," 186 71 the next target is"
"_SITEMu4LIE","633700","639660"," 217 12 so roughly 215 something like that on Tesla on"
"_SITEMu4LIE","641300","643300"," Spy specifically"
"_SITEMu4LIE","643660","645660"," I'm gonna give you where the"
"_SITEMu4LIE","646900","650860"," Hourly trigger at the early trigger on spy is 412 65"
"_SITEMu4LIE","651980","658380"," So if you can if spy can hold 412 65, that's the hourly trigger the daily trigger is 409 54"
"_SITEMu4LIE","658900","662700"," So 409 54 and 4 12 70"
"_SITEMu4LIE","663540","669820"," The 412 70 is the hourly trigger if we stay there if we're able to bounce or confirm the move is higher there"
"_SITEMu4LIE","670580","676020"," We will go back an attempt to close the gap above at 416 88"
"_SITEMu4LIE","677060","679060"," And that's back on"
"_SITEMu4LIE","680100","682100"," May 1st"
"_SITEMu4LIE","682580","686340"," There's that there's a target lower of 4 14 84"
"_SITEMu4LIE","686900","692660"," But then above is that 4 16 88 or something like that as long as you stay above that hourly trigger"
"_SITEMu4LIE","694020","697460"," You'll consolidate to make the move higher into Friday clothes"
"_SITEMu4LIE","712100","714100"," You"
"_SITEMu4LIE","742100","744100"," You"
"_SITEMu4LIE","772100","774100"," You"
"_SITEMu4LIE","802100","804100"," You"
"_SITEMu4LIE","832100","834100"," You"
"_SITEMu4LIE","862100","864100"," You"
"_SITEMu4LIE","892100","894100"," You"
"_SITEMu4LIE","922100","924100"," You"
"_SITEMu4LIE","952100","954100"," You"
"_SITEMu4LIE","982100","984100"," You"
"_SITEMu4LIE","1012100","1014100"," You"
"_SITEMu4LIE","1042100","1044100"," You"
"_SITEMu4LIE","1072100","1074100"," You"
"_SITEMu4LIE","1102100","1104100"," You"
"_SITEMu4LIE","1132100","1134100"," You"
"_SITEMu4LIE","1162100","1164100"," You"
"_SITEMu4LIE","1192100","1194100"," You"
"_SITEMu4LIE","1222100","1224100"," You"
"_SITEMu4LIE","1252100","1254100"," You"
"_SITEMu4LIE","1282100","1284100"," You"
"_SITEMu4LIE","1312100","1314100"," You"
"_SITEMu4LIE","1342100","1344100"," You"
"_SITEMu4LIE","1372100","1374100"," You"
"_SITEMu4LIE","1402100","1404100"," You"
"_SITEMu4LIE","1432100","1434100"," You"
"_SITEMu4LIE","1462100","1464100"," You"
"_SITEMu4LIE","1492100","1494100"," You"
"_SITEMu4LIE","1522100","1524100"," You"
"_SITEMu4LIE","1552100","1554100"," You"
"_SITEMu4LIE","1582100","1584100"," You"
"_SITEMu4LIE","1612100","1614100"," You"
"_SITEMu4LIE","1642100","1644100"," You"
"_SITEMu4LIE","1672100","1674100"," You"
"_SITEMu4LIE","1702100","1704100"," You"
"_SITEMu4LIE","1732100","1734100"," You"
"_SITEMu4LIE","1762100","1764100"," You"
"_SITEMu4LIE","1792100","1794100"," You"
"_SITEMu4LIE","1822100","1824100"," You"
"_SITEMu4LIE","1852100","1854100"," You"
"_SITEMu4LIE","1882100","1884100"," You"
"_SITEMu4LIE","1912100","1914100"," You"
"_SITEMu4LIE","1942100","1944100"," You"
"_SITEMu4LIE","1972100","1974100"," You"
"_SITEMu4LIE","2002100","2004100"," You"
"_SITEMu4LIE","2032100","2034100"," You"
"_SITEMu4LIE","2062100","2064100"," You"
"_SITEMu4LIE","2092100","2094100"," You"
"_SITEMu4LIE","2122100","2124100"," You"
"_SITEMu4LIE","2152100","2154100"," You"
"_SITEMu4LIE","2182100","2184100"," You"
"_SITEMu4LIE","2212100","2214100"," You"
"_SITEMu4LIE","2242100","2244100"," You"
"_SITEMu4LIE","2272100","2274100"," You"
"_SITEMu4LIE","2302100","2304100"," You"
"_SITEMu4LIE","2332100","2334100"," You"
"_SITEMu4LIE","2362100","2364100"," You"
"_SITEMu4LIE","2392100","2394100"," You"
"_SITEMu4LIE","2422100","2424100"," You"
"_SITEMu4LIE","2452100","2454100"," You"
"_SITEMu4LIE","2482100","2484100"," You"
"_SITEMu4LIE","2512100","2514100"," You"
"_SITEMu4LIE","2542100","2544100"," You"
"_SITEMu4LIE","2572100","2574100"," You"
"_SITEMu4LIE","2602100","2604100"," You"
"_SITEMu4LIE","2632100","2634100"," You"
"_SITEMu4LIE","2662100","2664100"," You"
"_SITEMu4LIE","2692100","2694100"," You"
"_SITEMu4LIE","2722100","2724100"," You"
"_SITEMu4LIE","2752100","2754100"," You"
"_SITEMu4LIE","2782100","2784100"," You"
"_SITEMu4LIE","2812100","2814100"," You"
"_SITEMu4LIE","2842100","2844100"," You"
"_SITEMu4LIE","2872100","2874100"," You"
"_SITEMu4LIE","2902100","2904100"," You"
"_SITEMu4LIE","2932100","2934100"," You"
"_SITEMu4LIE","2962100","2964100"," You"
"_SITEMu4LIE","2992100","2994100"," You"
"_SITEMu4LIE","3022100","3024100"," You"
"_SITEMu4LIE","3052100","3054100"," You"
"_SITEMu4LIE","3082100","3084100"," You"
"_SITEMu4LIE","3112100","3114100"," You"
"_SITEMu4LIE","3142100","3144100"," You"
"_SITEMu4LIE","3144100","3146100"," You"
"_SITEMu4LIE","3146100","3148100"," You"
"_SITEMu4LIE","3148100","3150100"," You"
"_SITEMu4LIE","3150100","3152100"," You"
"_SITEMu4LIE","3152100","3154100"," You"
"_SITEMu4LIE","3154100","3156100"," You"
"_SITEMu4LIE","3156100","3158100"," You"
"_SITEMu4LIE","3158100","3160100"," You"
"_SITEMu4LIE","3160100","3162100"," You"
"_SITEMu4LIE","3162100","3164100"," You"
"_SITEMu4LIE","3164100","3166100"," You"
"_SITEMu4LIE","3166100","3168100"," Hey everybody, I was Kevin"
"_SITEMu4LIE","3168100","3170100"," James here. So the selling, you"
"_SITEMu4LIE","3170100","3171100"," Took the, hopefully you took the profit off the"
"_SITEMu4LIE","3171100","3172100"," Bell this morning."
"_SITEMu4LIE","3172100","3174100"," See if I can"
"_SITEMu4LIE","3175100","3177100"," Do some magic here."
"_SITEMu4LIE","3191100","3193100"," I'm on."
"_SITEMu4LIE","3205100","3207100"," So"
"_SITEMu4LIE","3207100","3215100"," Guys, okay. So"
"_SITEMu4LIE","3215100","3219100"," The daily trigger on spy right now is at"
"_SITEMu4LIE","3219100","3224100"," 40973."
"_SITEMu4LIE","3225100","3234100"," Vicks right now is coming into its hourly trigger."
"_SITEMu4LIE","3234100","3239100"," So Vicks right now is at resistance at 17.02."
"_SITEMu4LIE","3239100","3242100"," And that's the hourly trigger for Vicks."
"_SITEMu4LIE","3242100","3247100"," The next target above on Vicks is $17.92."
"_SITEMu4LIE","3247100","3250100"," So right now there should be a pretty significant bounce in"
"_SITEMu4LIE","3251100","3253100"," The spy right where we are."
"_SITEMu4LIE","3253100","3256100"," Believe it or not, there should be a bounce right here where we"
"_SITEMu4LIE","3256100","3259100"," Are right on this right on that yellow line right there."
"_SITEMu4LIE","3259100","3262100"," There should be a decent size bounce."
"_SITEMu4LIE","3262100","3264100"," Vicks should roll over."
"_SITEMu4LIE","3264100","3267100"," So Vicks right now is trading 1689."
"_SITEMu4LIE","3267100","3269100"," Get a piece of paper to pen."
"_SITEMu4LIE","3269100","3270100"," 1689."
"_SITEMu4LIE","3270100","3275100"," Vicks should bounce that or should pull back to at least 1672."
"_SITEMu4LIE","3275100","3278100"," That's the one in five minute on Vicks."
"_SITEMu4LIE","3278100","3282100"," The hourly trigger on Vicks though is 1703."
"_SITEMu4LIE","3282100","3289100"," And then the daily trigger on Vicks is 17.91."
"_SITEMu4LIE","3289100","3296100"," 17.91 you guys can plot on Vicks the 27 EMA and the"
"_SITEMu4LIE","3296100","3300100"," 113 EMA."
"_SITEMu4LIE","3308100","3311100"," Thank you very much."
"_SITEMu4LIE","3338100","3341100"," Thank you."
"_SITEMu4LIE","3368100","3371100"," Thank you."
"_SITEMu4LIE","3398100","3401100"," Thank you."
"_SITEMu4LIE","3428100","3431100"," Thank you."
"_SITEMu4LIE","3458100","3461100"," Thank you."
"_SITEMu4LIE","3488100","3491100"," Thank you."
"_SITEMu4LIE","3518100","3521100"," Thank you."
"_SITEMu4LIE","3548100","3551100"," Thank you."
"_SITEMu4LIE","3578100","3581100"," Thank you."
"_SITEMu4LIE","3608100","3611100"," Thank you."
"_SITEMu4LIE","3638100","3641100"," Thank you."
"_SITEMu4LIE","3668100","3671100"," Thank you."
"_SITEMu4LIE","3698100","3701100"," Thank you."
"_SITEMu4LIE","3728100","3731100"," Thank you."
"_SITEMu4LIE","3758100","3761100"," Thank you."
"_SITEMu4LIE","3788100","3791100"," Thank you."
"_SITEMu4LIE","3818100","3821100"," Thank you."
"_SITEMu4LIE","3848100","3851100"," Thank you."
"_SITEMu4LIE","3878100","3881100"," Thank you."
"_SITEMu4LIE","3908100","3911100"," Thank you."
"_SITEMu4LIE","3938100","3941100"," Thank you."
"_SITEMu4LIE","3968100","3971100"," Thank you."
"_SITEMu4LIE","3998100","4001100"," Thank you."
"_SITEMu4LIE","4028100","4031100"," Thank you."
"_SITEMu4LIE","4058100","4061100"," Thank you."
"_SITEMu4LIE","4088100","4091100"," Thank you."
"_SITEMu4LIE","4118100","4121100"," Thank you."
"_SITEMu4LIE","4148100","4151100"," Thank you."
"_SITEMu4LIE","4178100","4181100"," Thank you."
"_SITEMu4LIE","4208100","4211100"," Thank you."
"_SITEMu4LIE","4238100","4241100"," Thank you."
"_SITEMu4LIE","4268100","4271100"," Thank you."
"_SITEMu4LIE","4298100","4301100"," Thank you."
"_SITEMu4LIE","4328100","4331100"," Thank you."
"_SITEMu4LIE","4358100","4361100"," Thank you."
"_SITEMu4LIE","4388100","4391100"," Thank you."
"_SITEMu4LIE","4418100","4421100"," Thank you."
"_SITEMu4LIE","4448100","4451100"," Thank you."
"_SITEMu4LIE","4478100","4481100"," Thank you."
"_SITEMu4LIE","4508100","4511100"," Thank you."
"_SITEMu4LIE","4538100","4541100"," Thank you."
"_SITEMu4LIE","4568100","4571100"," Thank you."
"_SITEMu4LIE","4598100","4601100"," Thank you."
"_SITEMu4LIE","4628100","4631100"," Thank you."
"_SITEMu4LIE","4658100","4661100"," Thank you."
"_SITEMu4LIE","4688100","4691100"," Thank you."
"_SITEMu4LIE","4718100","4721100"," Thank you."
"_SITEMu4LIE","4748100","4751100"," Thank you."
"_SITEMu4LIE","4778100","4781100"," Thank you."
"_SITEMu4LIE","4808100","4811100"," Thank you."
"_SITEMu4LIE","4838100","4841100"," Thank you."
"_SITEMu4LIE","4868100","4871100"," Thank you."
"_SITEMu4LIE","4898100","4901100"," Thank you."
"_SITEMu4LIE","4928100","4931100"," Thank you."
"_SITEMu4LIE","4958100","4961100"," Thank you."
"_SITEMu4LIE","4988100","4991100"," Thank you."
"_SITEMu4LIE","5018100","5021100"," Thank you."
"_SITEMu4LIE","5048100","5051100"," Thank you."
"_SITEMu4LIE","5078100","5081100"," Thank you."
"_SITEMu4LIE","5108100","5111100"," Thank you."
"_SITEMu4LIE","5138100","5141100"," Thank you."
"_SITEMu4LIE","5169100","5170100"," Thank you."
"_SITEMu4LIE","5170100","5171100"," Thank you."
"_SITEMu4LIE","5198100","5200100"," Thank you."
"_SITEMu4LIE","5228100","5230100"," Thank you."
"_SITEMu4LIE","5258100","5260100"," Thank you."
"_SITEMu4LIE","5288100","5290100"," Thank you."
"_SITEMu4LIE","5318100","5320100"," Thank you."
"_SITEMu4LIE","5348100","5350100"," Thank you."
"_SITEMu4LIE","5378100","5380100"," Thank you."
"_SITEMu4LIE","5408100","5410100"," Thank you."
"_SITEMu4LIE","5438100","5440100"," Thank you."
"_SITEMu4LIE","5468100","5470100"," Thank you."
"_SITEMu4LIE","5498100","5500100"," Thank you."
"_SITEMu4LIE","5528100","5530100"," Thank you."
"_SITEMu4LIE","5558100","5560100"," Thank you."
"_SITEMu4LIE","5588100","5590100"," Thank you."
"_SITEMu4LIE","5618100","5620100"," Thank you."
"_SITEMu4LIE","5649100","5650100"," Thank you."
"_SITEMu4LIE","5650100","5651100"," Thank you."
"_SITEMu4LIE","5651100","5652100"," Thank you."
"_SITEMu4LIE","5679100","5685100"," Thank you."
"_SITEMu4LIE","5685100","5686100"," Thank you."
"_SITEMu4LIE","5686100","5687100"," Thank you."
"_SITEMu4LIE","5687100","5688100"," Thank you."
"_SITEMu4LIE","5688100","5689100"," Thank you."
"_SITEMu4LIE","5689100","5690100"," Thank you."
"_SITEMu4LIE","5690100","5691100"," Thank you."
"_SITEMu4LIE","5691100","5692100"," Thank you."
"_SITEMu4LIE","5692100","5693100"," Thank you."
"_SITEMu4LIE","5693100","5694100"," Thank you."
"_SITEMu4LIE","5694100","5695100"," Thank you."
"_SITEMu4LIE","5695100","5696100"," Thank you."
"_SITEMu4LIE","5696100","5697100"," Thank you."
"_SITEMu4LIE","5697100","5698100"," Thank you."
"_SITEMu4LIE","5698100","5699100"," Thank you."
"_SITEMu4LIE","5699100","5700100"," Thank you."
"_SITEMu4LIE","5700100","5701100"," Thank you."
"_SITEMu4LIE","5701100","5702100"," Thank you."
"_SITEMu4LIE","5702100","5703100"," Thank you."
"_SITEMu4LIE","5703100","5704100"," Thank you."
"_SITEMu4LIE","5704100","5705100"," Thank you."
"_SITEMu4LIE","5705100","5706100"," Thank you."
"_SITEMu4LIE","5706100","5707100"," Thank you."
"_SITEMu4LIE","5707100","5709100"," You"
"_SITEMu4LIE","5737100","5739100"," You"
"_SITEMu4LIE","5767100","5769100"," You"
"_SITEMu4LIE","5797100","5799100"," You"
"_SITEMu4LIE","5827100","5829100"," You"
"_SITEMu4LIE","5857100","5859100"," You"
"_SITEMu4LIE","5887100","5889100"," You"
"_SITEMu4LIE","5917100","5919100"," You"
"_SITEMu4LIE","5947100","5949100"," You"
"_SITEMu4LIE","5977100","5979100"," You"
"_SITEMu4LIE","6007100","6009100"," You"
"_SITEMu4LIE","6037100","6039100"," You"
"_SITEMu4LIE","6067100","6069100"," You"
"_SITEMu4LIE","6097100","6099100"," You"
"_SITEMu4LIE","6127100","6129100"," You"
"_SITEMu4LIE","6157100","6159100"," You"
"_SITEMu4LIE","6187100","6189100"," You"
"_SITEMu4LIE","6217100","6219100"," You"
"_SITEMu4LIE","6247100","6249100"," You"
"_SITEMu4LIE","6277100","6279100"," You"
"_SITEMu4LIE","6307100","6309100"," You"
"_SITEMu4LIE","6337100","6339100"," You"
"_SITEMu4LIE","6367100","6369100"," You"
"_SITEMu4LIE","6397100","6399100"," You"
"_SITEMu4LIE","6399100","6401100"," You"
"_SITEMu4LIE","6401100","6403100"," You"
"_SITEMu4LIE","6403100","6405100"," You"
"_SITEMu4LIE","6405100","6407100"," All right, boys and girls."
"_SITEMu4LIE","6407100","6409100"," I'm at about"
"_SITEMu4LIE","6409100","6413100"," 10 minutes, 15 minutes, at"
"_SITEMu4LIE","6413100","6415100"," 11, 15 or so."
"_SITEMu4LIE","6415100","6417100"," I'm going to turn this stream off."
"_SITEMu4LIE","6417100","6419100"," I'm going to turn it back on"
"_SITEMu4LIE","6419100","6421100"," my big rig here so we can start"
"_SITEMu4LIE","6421100","6423100"," making some money together."
"_SITEMu4LIE","6423100","6425100"," I'll be back."
"_SITEMu4LIE","6425100","6427100"," All right, the moment I turn this"
"_SITEMu4LIE","6427100","6429100"," stream off, I'll have a second"
"_SITEMu4LIE","6429100","6431100"," stream up and running."
"_SITEMu4LIE","6431100","6433100"," Just jump back in on that stream"
"_SITEMu4LIE","6433100","6435100"," and we'll go over the rest of the"
"_SITEMu4LIE","6435100","6437100"," day and next week for you."
"_SITEMu4LIE","6437100","6439100"," I appreciate your patience this"
"_SITEMu4LIE","6439100","6441100"," morning."
"_SITEMu4LIE","6441100","6443100"," Yeah, let's hang up, bro."
"_SITEMu4LIE","6443100","6445100"," I'll be right there."
"_SITEMu4LIE","6445100","6447100"," Give me 15 minutes."
"_SITEMu4LIE","6447100","6449100"," I've got to set it up on another"
"_SITEMu4LIE","6449100","6451100"," rig here."
"_SITEMu4LIE","6451100","6453100"," Thank you."
"_SITEMu4LIE","6481100","6483100"," Thank you."
"_SITEMu4LIE","6511100","6513100"," Thank you."
"_SITEMu4LIE","6541100","6543100"," Thank you."
"_SITEMu4LIE","6571100","6573100"," Thank you."
"_SITEMu4LIE","6601100","6603100"," Thank you."
"_SITEMu4LIE","6631100","6633100"," Thank you."
"_SITEMu4LIE","6661100","6663100"," Thank you."
"_SITEMu4LIE","6691100","6693100"," Thank you."
"_SITEMu4LIE","6721100","6723100"," Thank you."
"_SITEMu4LIE","6751100","6753100"," Thank you."
"_SITEMu4LIE","6781100","6783100"," Thank you."
"_SITEMu4LIE","6811100","6813100"," Thank you."
"_SITEMu4LIE","6841100","6843100"," Thank you."
"_SITEMu4LIE","6871100","6873100"," Thank you."
"_SITEMu4LIE","6901100","6903100"," Thank you."
"_SITEMu4LIE","6931100","6933100"," Thank you."
